AGNO,COD_DEPE,COD_REG_RBD,COD_ENSE,PROM_GRAL
2014,Municipal,Región de Atacama,Educacion Media,4.816739173422978
2014,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.225740352976369
2014,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.413100898045431
2014,Municipal,Región de Coquimbo,Educacion Basica,5.28423604663159
2014,Municipal,Región de Coquimbo,Educacion Media,4.811354079058032
2014,Municipal,Región de La Araucanía,Educacion Basica,5.280827790096083
2014,Municipal,Región de La Araucanía,Educacion Media,4.644446252746358
2014,Municipal,Región de Los Lagos,Educacion Basica,5.2868212740751375
2014,Municipal,Región de Los Lagos,Educacion Media,4.726821912578736
2014,Municipal,Región de Los Ríos,Educacion Basica,5.374451579537128
2014,Municipal,Región de Los Ríos,Educacion Media,4.734701873935264
2014,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.5465420204140035
2014,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,4.994265703655066
2014,Municipal,Región de Tarapacá,Educacion Basica,4.962441439052418
2014,Municipal,Región de Tarapacá,Educacion Media,4.466334256694368
2014,Municipal,Región de Valparaíso,Educacion Basica,5.116916265486018
2014,Municipal,Región de Valparaíso,Educacion Media,4.620389367040366
2014,Municipal,Región del Bío-Bío,Educacion Basica,5.3984176197504805
2014,Municipal,Región del Bío-Bío,Educacion Media,4.890380136729021
2014,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.326029404334865
2014,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,4.815507059329657
2014,Municipal,Región del Maule,Educacion Basica,5.361325737098183
2014,Municipal,Región del Maule,Educacion Media,4.854668637595467
2014,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,5.904411334791681
2014,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.746447639466936
2014,Particular Pagado,Región de Antofagasta,Educacion Basica,5.875358478802993
2014,Particular Pagado,Región de Antofagasta,Educacion Media,5.497303595206392
2014,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.120841683366733
2014,Particular Pagado,Región de Arica y Parinacota,Educacion Media,5.82701030927835
2014,Particular Pagado,Región de Atacama,Educacion Basica,5.955564387917329
2014,Particular Pagado,Región de Atacama,Educacion Media,5.768665377176015
2014,Particular Pagado,Región de Coquimbo,Educacion Basica,5.997171500179018
2014,Particular Pagado,Región de Coquimbo,Educacion Media,5.674183514774494
2014,Particular Pagado,Región de La Araucanía,Educacion Basica,5.839085989176187
2014,Particular Pagado,Región de La Araucanía,Educacion Media,5.484050297816015
2014,Particular Pagado,Región de Los Lagos,Educacion Basica,5.969295945128102
2014,Particular Pagado,Región de Los Lagos,Educacion Media,5.700980776775205
2014,Particular Pagado,Región de Los Ríos,Educacion Basica,5.908071135430917
2014,Particular Pagado,Región de Los Ríos,Educacion Media,5.758149779735683
2014,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.114714285714286
2014,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.851311475409837
2014,Particular Pagado,Región de Tarapacá,Educacion Basica,5.899885452462772
2014,Particular Pagado,Región de Tarapacá,Educacion Media,5.911178247734139
2014,Particular Pagado,Región de Valparaíso,Educacion Basica,5.973763808521831
2014,Particular Pagado,Región de Valparaíso,Educacion Media,5.738117416350043
2014,Particular Pagado,Región del Bío-Bío,Educacion Basica,5.98491468318661
2014,Particular Pagado,Región del Bío-Bío,Educacion Media,5.725730207532667
2014,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.9159032612678635
2014,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.652089503126029
2014,Particular Pagado,Región del Maule,Educacion Basica,6.106333498268184
2014,Particular Pagado,Región del Maule,Educacion Media,5.892389112903226
2014,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.358341025167682
2014,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,4.920883735939517
2014,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.551997279014398
2014,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.2018454332552695
2014,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.530863710631585
2014,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.087391960488407
2014,Particular Subvencionado,Región de Atacama,Educacion Basica,5.660358509943049
2014,Particular Subvencionado,Región de Atacama,Educacion Media,5.182511139401655
2014,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.4956866433754366
2014,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.129623873173764
2014,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.511185535155393
2014,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.197507279625871
2014,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.300223415622441
2014,Particular Subvencionado,Región de La Araucanía,Educacion Media,4.848973635567662
2014,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.24075928917609
2014,Particular Subvencionado,Región de Los Lagos,Educacion Media,4.918174764814276
2014,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.355971027614305
2014,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.019885314413451
2014,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.82899741366195
2014,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.516448491747297
2014,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.3668351113606585
2014,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.099203250736993
2014,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.468189777296765
2014,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.180847380947697
2014,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.635284971751413
2014,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.247062872877467
2014,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.568361770937884
2014,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.154428969359332
2014,Particular Subvencionado,Región del Maule,Educacion Basica,5.536679437512039
2014,Particular Subvencionado,Región del Maule,Educacion Media,5.3044468118686865
2015,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.032281392365872
2015,Municipal,Región Metropolitana de Santiago,Educacion Media,4.594003985598996
2015,Municipal,Región de Antofagasta,Educacion Basica,5.310170221446542
2015,Municipal,Región de Antofagasta,Educacion Media,4.807836838006231
2015,Municipal,Región de Arica y Parinacota,Educacion Basica,5.445126135216952
2015,Municipal,Región de Arica y Parinacota,Educacion Media,4.959461805555556
2015,Municipal,Región de Atacama,Educacion Basica,5.252767267601454
2015,Municipal,Región de Atacama,Educacion Media,4.7133548576460225
2015,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.205248290217068
2015,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.396754563894524
2015,Municipal,Región de Coquimbo,Educacion Basica,5.231325675256132
2015,Municipal,Región de Coquimbo,Educacion Media,4.8166099874709145
2015,Municipal,Región de La Araucanía,Educacion Basica,5.279732934515543
2015,Municipal,Región de La Araucanía,Educacion Media,4.802353889218763
2015,Municipal,Región de Los Lagos,Educacion Basica,5.230818474447538
2015,Municipal,Región de Los Lagos,Educacion Media,4.6852033075405854
2015,Municipal,Región de Los Ríos,Educacion Basica,5.312922673656619
2015,Municipal,Región de Los Ríos,Educacion Media,4.819283129415819
2015,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.549627597020776
2015,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,4.910937499999999
2015,Municipal,Región de Tarapacá,Educacion Basica,5.078754063790528
2015,Municipal,Región de Tarapacá,Educacion Media,4.546321321321321
2015,Municipal,Región de Valparaíso,Educacion Basica,5.12540858604262
2015,Municipal,Región de Valparaíso,Educacion Media,4.686577740725302
2015,Municipal,Región del Bío-Bío,Educacion Basica,5.372669376693767
2015,Municipal,Región del Bío-Bío,Educacion Media,4.965075714011884
2015,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.335458345518036
2015,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,4.888146825396825
2015,Municipal,Región del Maule,Educacion Basica,5.377304755488182
2015,Municipal,Región del Maule,Educacion Media,4.898139268589422
2015,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,5.951799036177825
2015,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.780571653282556
2015,Particular Pagado,Región de Antofagasta,Educacion Basica,5.628179982693972
2015,Particular Pagado,Región de Antofagasta,Educacion Media,5.369256530475552
2015,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.219669117647059
2015,Particular Pagado,Región de Arica y Parinacota,Educacion Media,5.846511627906977
2015,Particular Pagado,Región de Atacama,Educacion Basica,5.752437106918239
2015,Particular Pagado,Región de Atacama,Educacion Media,5.709784735812133
2015,Particular Pagado,Región de Coquimbo,Educacion Basica,5.8375751503006015
2015,Particular Pagado,Región de Coquimbo,Educacion Media,5.420679681851048
2015,Particular Pagado,Región de La Araucanía,Educacion Basica,5.910367796119316
2015,Particular Pagado,Región de La Araucanía,Educacion Media,5.546341463414634
2015,Particular Pagado,Región de Los Lagos,Educacion Basica,5.977553816046966
2015,Particular Pagado,Región de Los Lagos,Educacion Media,5.650038431975403
2015,Particular Pagado,Región de Los Ríos,Educacion Basica,6.021214235868807
2015,Particular Pagado,Región de Los Ríos,Educacion Media,5.905087209302326
2015,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.841483870967742
2015,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.510303030303031
2015,Particular Pagado,Región de Tarapacá,Educacion Basica,6.021734104046243
2015,Particular Pagado,Región de Tarapacá,Educacion Media,5.872191011235955
2015,Particular Pagado,Región de Valparaíso,Educacion Basica,5.9364075266155
2015,Particular Pagado,Región de Valparaíso,Educacion Media,5.685526161081717
2015,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.026300547034216
2015,Particular Pagado,Región del Bío-Bío,Educacion Media,5.687900703674746
2015,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.028131758442854
2015,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.31439949028353
2015,Particular Pagado,Región del Maule,Educacion Basica,6.229616979751159
2015,Particular Pagado,Región del Maule,Educacion Media,6.071314529004789
2015,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.37696274490757
2015,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,4.925707920147351
2015,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.5480675968066855
2015,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.269613208422224
2015,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.575134710372699
2015,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.1550425273390035
2015,Particular Subvencionado,Región de Atacama,Educacion Basica,5.552896477740032
2015,Particular Subvencionado,Región de Atacama,Educacion Media,5.137464920486435
2015,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.546792945787067
2015,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.122177544076709
2015,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.499835739934296
2015,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.159817312617381
2015,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.29647841899403
2015,Particular Subvencionado,Región de La Araucanía,Educacion Media,4.88326222193271
2015,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.388761681297787
2015,Particular Subvencionado,Región de Los Lagos,Educacion Media,4.955068532958784
2015,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.350790147435331
2015,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.013782143889049
2015,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.754684287812041
2015,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.457106953364982
2015,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.484248945944245
2015,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.10910032671926
2015,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.495615701864224
2015,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.180725378415569
2015,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.6577891877159505
2015,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.310985279807872
2015,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.588546313303595
2015,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.1606117181923015
2015,Particular Subvencionado,Región del Maule,Educacion Basica,5.532045842173136
2015,Particular Subvencionado,Región del Maule,Educacion Media,5.337305079512119
2016,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.094957398791283
2016,Municipal,Región Metropolitana de Santiago,Educacion Media,4.651974319258311
2016,Municipal,Región de Antofagasta,Educacion Basica,5.3792320246622545
2016,Municipal,Región de Antofagasta,Educacion Media,4.874463712910987
2016,Municipal,Región de Arica y Parinacota,Educacion Basica,5.536138211382114
2016,Municipal,Región de Arica y Parinacota,Educacion Media,4.946945505032975
2016,Municipal,Región de Atacama,Educacion Basica,5.468414095252483
2016,Municipal,Región de Atacama,Educacion Media,4.750653753026635
2016,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.341018366432731
2016,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.687506222000996
2016,Municipal,Región de Coquimbo,Educacion Basica,5.316607199076503
2016,Municipal,Región de Coquimbo,Educacion Media,4.830684750645141
2016,Municipal,Región de La Araucanía,Educacion Basica,5.408985619564282
2016,Municipal,Región de La Araucanía,Educacion Media,4.916150500217486
2016,Municipal,Región de Los Lagos,Educacion Basica,5.3006275844402975
2016,Municipal,Región de Los Lagos,Educacion Media,4.765881374722839
2016,Municipal,Región de Los Ríos,Educacion Basica,5.4181542251352655
2016,Municipal,Región de Los Ríos,Educacion Media,5.012335308161641
2016,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.5783943211357725
2016,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,4.9652943780433825
2016,Municipal,Región de Tarapacá,Educacion Basica,5.1557669339703125
2016,Municipal,Región de Tarapacá,Educacion Media,4.694909627443748
2016,Municipal,Región de Valparaíso,Educacion Basica,5.210690891969367
2016,Municipal,Región de Valparaíso,Educacion Media,4.741533409949105
2016,Municipal,Región del Bío-Bío,Educacion Basica,5.451031098271931
2016,Municipal,Región del Bío-Bío,Educacion Media,5.019408011343495
2016,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.411912069974983
2016,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,4.956025121555916
2016,Municipal,Región del Maule,Educacion Basica,5.442864632781171
2016,Municipal,Región del Maule,Educacion Media,5.002502553626149
2016,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.006185015577493
2016,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.840410064863345
2016,Particular Pagado,Región de Antofagasta,Educacion Basica,5.882374469330991
2016,Particular Pagado,Región de Antofagasta,Educacion Media,5.503301384451544
2016,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.274824561403509
2016,Particular Pagado,Región de Arica y Parinacota,Educacion Media,5.755992141453832
2016,Particular Pagado,Región de Atacama,Educacion Basica,6.122
2016,Particular Pagado,Región de Atacama,Educacion Media,5.824223602484472
2016,Particular Pagado,Región de Coquimbo,Educacion Basica,5.901708074534161
2016,Particular Pagado,Región de Coquimbo,Educacion Media,5.737890044576523
2016,Particular Pagado,Región de La Araucanía,Educacion Basica,6.084917175239756
2016,Particular Pagado,Región de La Araucanía,Educacion Media,5.714247311827957
2016,Particular Pagado,Región de Los Lagos,Educacion Basica,6.015788490284006
2016,Particular Pagado,Región de Los Lagos,Educacion Media,5.800712589073634
2016,Particular Pagado,Región de Los Ríos,Educacion Basica,6.067173462335868
2016,Particular Pagado,Región de Los Ríos,Educacion Media,5.909672830725462
2016,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.956087408949012
2016,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.712830188679245
2016,Particular Pagado,Región de Tarapacá,Educacion Basica,6.141275571600481
2016,Particular Pagado,Región de Tarapacá,Educacion Media,5.945970149253732
2016,Particular Pagado,Región de Valparaíso,Educacion Basica,5.916836138382421
2016,Particular Pagado,Región de Valparaíso,Educacion Media,5.750555360692155
2016,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.042672772689426
2016,Particular Pagado,Región del Bío-Bío,Educacion Media,5.799880999603332
2016,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.113770053475936
2016,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.731969137873197
2016,Particular Pagado,Región del Maule,Educacion Basica,6.2509274477576895
2016,Particular Pagado,Región del Maule,Educacion Media,6.0552462526766595
2016,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.3935588896081645
2016,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,4.970866889312977
2016,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.614129393559797
2016,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.215270544620002
2016,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.671079248638435
2016,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.233742246726396
2016,Particular Subvencionado,Región de Atacama,Educacion Basica,5.7670230114151115
2016,Particular Subvencionado,Región de Atacama,Educacion Media,5.298329129886507
2016,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.621792526783381
2016,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.103475853583514
2016,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.572661206815401
2016,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.210277718889124
2016,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.3342179964172525
2016,Particular Subvencionado,Región de La Araucanía,Educacion Media,4.901520900217272
2016,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.455518842107397
2016,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.1032128906250005
2016,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.382771917383211
2016,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.023760389796503
2016,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.8128530433469265
2016,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.534144893111639
2016,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.497574191137546
2016,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.1180452316938165
2016,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.516140031233733
2016,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.202442798934336
2016,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.706298701860292
2016,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.3727203600567215
2016,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.612609043786085
2016,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.207562021605776
2016,Particular Subvencionado,Región del Maule,Educacion Basica,5.589657138203436
2016,Particular Subvencionado,Región del Maule,Educacion Media,5.300761764819613
2017,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.182733771009345
2017,Municipal,Región Metropolitana de Santiago,Educacion Media,4.744903568699461
2017,Municipal,Región de Antofagasta,Educacion Basica,5.4441066858246145
2017,Municipal,Región de Antofagasta,Educacion Media,4.951646818476257
2017,Municipal,Región de Arica y Parinacota,Educacion Basica,5.6482523696682465
2017,Municipal,Región de Arica y Parinacota,Educacion Media,5.084200072228241
2017,Municipal,Región de Atacama,Educacion Basica,5.532500560999327
2017,Municipal,Región de Atacama,Educacion Media,4.92507173246265
2017,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.439896296296297
2017,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.732265774378585
2017,Municipal,Región de Coquimbo,Educacion Basica,5.3498521204639555
2017,Municipal,Región de Coquimbo,Educacion Media,4.916267060125415
2017,Municipal,Región de La Araucanía,Educacion Basica,5.462522739772391
2017,Municipal,Región de La Araucanía,Educacion Media,4.994659654523687
2017,Municipal,Región de Los Lagos,Educacion Basica,5.313142198477752
2017,Municipal,Región de Los Lagos,Educacion Media,4.843995063890769
2017,Municipal,Región de Los Ríos,Educacion Basica,5.449830611535789
2017,Municipal,Región de Los Ríos,Educacion Media,4.994806981342963
2017,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.576220936135648
2017,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,5.050723306544202
2017,Municipal,Región de Tarapacá,Educacion Basica,5.291673550305633
2017,Municipal,Región de Tarapacá,Educacion Media,4.881022561863173
2017,Municipal,Región de Valparaíso,Educacion Basica,5.285417581814188
2017,Municipal,Región de Valparaíso,Educacion Media,4.806019201153379
2017,Municipal,Región del Bío-Bío,Educacion Basica,5.483479346984731
2017,Municipal,Región del Bío-Bío,Educacion Media,5.080846810111047
2017,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.3805546286376655
2017,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,4.987904905845349
2017,Municipal,Región del Maule,Educacion Basica,5.453044824431778
2017,Municipal,Región del Maule,Educacion Media,5.089630009900627
2017,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.048256368775505
2017,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.8570382982054445
2017,Particular Pagado,Región de Antofagasta,Educacion Basica,5.731098511693834
2017,Particular Pagado,Región de Antofagasta,Educacion Media,5.461546647747428
2017,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.218012924071082
2017,Particular Pagado,Región de Arica y Parinacota,Educacion Media,5.8374745417515275
2017,Particular Pagado,Región de Atacama,Educacion Basica,6.1286956521739135
2017,Particular Pagado,Región de Atacama,Educacion Media,5.6977035490605425
2017,Particular Pagado,Región de Coquimbo,Educacion Basica,6.003430152143846
2017,Particular Pagado,Región de Coquimbo,Educacion Media,5.863022508038585
2017,Particular Pagado,Región de La Araucanía,Educacion Basica,6.056856829402085
2017,Particular Pagado,Región de La Araucanía,Educacion Media,5.864027303754265
2017,Particular Pagado,Región de Los Lagos,Educacion Basica,5.984835630965005
2017,Particular Pagado,Región de Los Lagos,Educacion Media,5.886617817200154
2017,Particular Pagado,Región de Los Ríos,Educacion Basica,5.859498031496063
2017,Particular Pagado,Región de Los Ríos,Educacion Media,5.964285714285714
2017,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.052843482637141
2017,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.746428571428571
2017,Particular Pagado,Región de Tarapacá,Educacion Basica,6.101639344262295
2017,Particular Pagado,Región de Tarapacá,Educacion Media,5.883928571428571
2017,Particular Pagado,Región de Valparaíso,Educacion Basica,5.937043026277793
2017,Particular Pagado,Región de Valparaíso,Educacion Media,5.7385960847909185
2017,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.03229713362939
2017,Particular Pagado,Región del Bío-Bío,Educacion Media,5.830148075024679
2017,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.0998680738786275
2017,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.793012524719842
2017,Particular Pagado,Región del Maule,Educacion Basica,6.243092406221408
2017,Particular Pagado,Región del Maule,Educacion Media,6.123658661216147
2017,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.413657868552087
2017,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,5.032249301496758
2017,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.590335796327457
2017,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.362603829675614
2017,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.672257639041547
2017,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.353931972789116
2017,Particular Subvencionado,Región de Atacama,Educacion Basica,5.702211108186365
2017,Particular Subvencionado,Región de Atacama,Educacion Media,5.339591898888381
2017,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.58078541374474
2017,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.151818181818181
2017,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.500190975064113
2017,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.256032864828794
2017,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.406824336522838
2017,Particular Subvencionado,Región de La Araucanía,Educacion Media,4.925922047321399
2017,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.441594624410792
2017,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.140801614763553
2017,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.408374650680609
2017,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.093050382277985
2017,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.844346289752651
2017,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.484331248138219
2017,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.487236498390134
2017,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.212321937321937
2017,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.533040386999036
2017,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.259415087678004
2017,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.703355857951133
2017,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.424949232393795
2017,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.5777160017856415
2017,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.207199190024513
2017,Particular Subvencionado,Región del Maule,Educacion Basica,5.616180523884118
2017,Particular Subvencionado,Región del Maule,Educacion Media,5.323360904537866
2018,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.177143043981914
2018,Municipal,Región Metropolitana de Santiago,Educacion Media,4.786774852606386
2018,Municipal,Región de Antofagasta,Educacion Basica,5.449118138634764
2018,Municipal,Región de Antofagasta,Educacion Media,5.03352519438554
2018,Municipal,Región de Arica y Parinacota,Educacion Basica,5.6546050096339115
2018,Municipal,Región de Arica y Parinacota,Educacion Media,5.148015506738047
2018,Municipal,Región de Atacama,Educacion Basica,5.454445538908186
2018,Municipal,Región de Atacama,Educacion Media,4.83714501510574
2018,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.346676363636364
2018,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.822383325781604
2018,Municipal,Región de Coquimbo,Educacion Basica,5.363936533818318
2018,Municipal,Región de Coquimbo,Educacion Media,4.91693998309383
2018,Municipal,Región de La Araucanía,Educacion Basica,5.456266414781367
2018,Municipal,Región de La Araucanía,Educacion Media,5.04408178938274
2018,Municipal,Región de Los Lagos,Educacion Basica,5.3028922975665935
2018,Municipal,Región de Los Lagos,Educacion Media,4.895342291988742
2018,Municipal,Región de Los Ríos,Educacion Basica,5.4125283470968295
2018,Municipal,Región de Los Ríos,Educacion Media,5.058023315618035
2018,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.5454976781748435
2018,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,5.1379229871645276
2018,Municipal,Región de Tarapacá,Educacion Basica,5.325673039406945
